,churn
103950,0
50666,1
18762,1
99269,0
39452,1
75947,1
41045,1
2138,1
16175,1
24166,1
37965,1
74344,1
18994,1
44027,1
22399,1
59742,1
58531,1
25433,1
72090,1
95803,0
101306,0
35938,1
3800,1
100620,0
22528,1
85337,1
101154,0
83540,1
10720,1
1017,1
6972,1
87744,1
93172,1
45388,1
78828,1
62837,1
7160,1
37379,1
5003,1
54120,1
5101,1
39746,1
23037,1
43455,1
2381,1
75424,1
43998,1
100314,0
23029,1
34281,1
6973,1
98797,0
56131,1
114078,0
97626,0
34908,1
23993,1
111052,0
67356,1
35490,1
107150,0
89564,1
85015,1
22273,1
101453,0
22740,1
65430,1
82001,1
65369,1
1405,1
30656,1
1847,1
91685,1
61086,1
15491,1
18397,1
32060,1
24996,1
27119,1
79749,1
113594,0
48707,1
82484,1
108990,0
37422,1
52424,1
106276,0
26995,1
40067,1
24772,1
30327,1
79165,1
50517,1
94579,0
24303,1
96930,0
82026,1
10336,1
103788,0
43728,1
26561,1
9467,1
76632,1
59649,1
63288,0
73519,1
86604,1
22670,1
91970,1
2740,1
18143,1
51516,1
57941,1
48348,1
103228,0
60724,1
36569,1
63424,1
82572,1
54721,1
9451,1
42979,1
107136,0
105558,0
112539,0
43744,1
80469,1
69449,1
6638,1
34816,1
19285,1
1065,1
66480,1
85906,1
70355,1
13676,1
67939,1
79493,1
42348,1
103672,0
105195,0
24739,1
77665,1
67345,1
22564,1
37445,1
106579,0
82612,1
12247,1
104164,0
98123,0
35647,1
82156,1
67841,1
91357,1
35137,1
50502,1
79915,1
38104,1
14518,1
33997,1
1692,1
84381,1
54900,1
51179,1
8746,1
87130,1
7999,1
80904,1
74142,1
85945,1
75267,1
16565,1
75509,1
8491,1
15950,1
89420,1
87636,1
107969,0
30767,1
108299,0
91000,1
87312,1
67605,1
81234,1
86693,1
27350,1
9554,1
82023,1
99941,0
57920,1
718,1
88744,1
28049,1
65120,1
98708,0
49540,1
28930,1
85371,1
36646,1
100600,0
20306,1
66223,1
66807,1
87115,1
64656,1
22792,1
7986,1
65736,1
106069,0
96189,0
88157,1
41221,1
53826,1
25604,1
20191,1
92681,1
84885,1
38367,1
6681,1
28724,1
81626,1
74494,1
29387,1
34902,1
63564,1
111165,0
27541,1
101731,0
104607,0
113434,0
56747,1
4712,1
54037,1
30307,1
91347,1
6909,1
72628,1
64819,1
103475,0
17732,1
55405,1
64830,1
46440,1
47999,1
62281,1
114990,0
35263,1
16558,1
66780,1
73488,1
26928,1
17747,1
25780,1
60716,1
76910,1
8396,1
60042,1
1884,1
60721,1
13908,1
81053,1
75775,1
83895,1
41311,1
26255,1
14160,1
65090,1
74626,1
44919,1
27383,1
95736,0
95545,0
2982,1
31137,1
10687,1
68278,1
12409,1
5059,1
92102,1
97899,0
55706,1
50628,1
5855,1
78362,1
58626,1
23521,1
104735,0
35320,1
38787,1
69871,1
85492,1
16977,1
64256,1
16114,1
107464,0
105951,0
15322,1
47669,1
48683,1
11603,1
92462,1
23567,1
47550,1
11304,1
22781,1
36784,1
98223,0
10032,1
33677,1
113365,0
115168,0
77414,1
68398,1
34,1
115642,0
105358,0
88523,1
9346,1
52131,1
100649,0
12270,1
32883,1
63555,1
3839,1
94202,0
94224,0
10891,1
99463,0
26503,1
50766,1
23799,1
92662,1
59160,1
110018,0
24215,1
86655,1
4196,1
107426,0
110013,0
19126,1
3358,1
93555,1
6531,1
1360,1
99500,0
99102,0
35725,1
6492,1
29305,1
32812,1
91360,1
30713,1
71759,1
99785,0
1844,1
1708,0
55830,1
71410,1
40842,1
98529,0
51809,1
104407,0
51968,1
107641,0
473,1
110450,0
95117,0
89091,1
42200,1
41142,1
37708,1
34360,1
35532,1
48067,1
38903,1
72242,1
80756,1
29424,1
14035,1
75757,1
15593,1
52199,1
92548,1
52650,1
40092,1
49241,1
1229,1
59235,1
33430,1
76141,1
3659,1
98029,0
97060,0
64378,1
27764,1
57720,1
94783,0
110825,0
103627,0
6757,1
114870,0
112629,0
114314,0
20817,1
55620,1
34539,1
10023,1
76946,1
61506,1
109471,0
74995,1
47322,1
108328,0
83825,1
111383,0
54787,1
76780,1
60477,1
13690,1
102464,0
112576,0
78294,1
20830,1
73941,1
49294,1
58291,1
71780,1
76306,1
62846,1
89108,1
24645,1
34639,1
35621,1
16204,1
80965,1
81188,1
58076,1
95099,0
12092,1
100032,0
69345,1
52963,1
102920,0
50507,1
10646,1
93019,1
58200,1
38721,1
3466,1
52196,1
71686,1
55609,1
34790,1
64813,1
68691,1
15186,1
27572,1
76478,1
28708,1
6857,1
20303,1
105200,0
36459,1
25273,1
90425,1
64164,1
48535,1
50107,1
78212,1
69842,1
77421,1
101325,0
77868,1
20350,1
101443,0
80218,1
42303,1
95461,0
79911,1
14709,1
50242,1
104944,0
107397,0
48056,1
67374,1
61540,1
95535,0
45385,1
45087,1
95098,0
51597,1
62729,1
22861,1
109873,0
112336,0
112477,0
50729,1
20003,1
22158,1
102805,0
63092,1
48554,1
59970,1
5909,1
34218,1
21898,1
53905,1
25816,1
104616,0
28782,1
103809,0
85800,1
61697,1
42400,1
16595,1
38818,1
7792,1
41978,1
41167,1
570,1
5128,1
59340,1
25410,1
7510,1
103863,0
51374,1
4545,1
110081,0
52431,1
39596,1
89846,1
20858,1
27943,1
95327,0
69317,1
73959,1
21119,1
84332,1
71629,1
27218,1
5331,1
100592,0
71218,1
57575,1
33556,1
63199,1
90608,1
69787,1
58376,1
77265,1
37955,1
70768,1
29414,1
92360,1
72734,1
58079,1
39186,1
76752,1
72817,1
87099,1
76775,1
6685,1
115699,0
60669,1
93787,0
104280,0
99616,0
37371,1
57095,1
69594,1
13645,1
49537,1
3326,1
68883,1
59361,1
69477,1
103158,0
57256,1
107492,0
17696,1
38657,1
23925,1
111690,0
9892,1
94600,0
6557,1
110900,0
53848,1
31102,1
93744,0
62700,1
95884,0
107832,0
42149,1
96881,0
39485,1
27441,1
55275,1
48917,1
5220,1
114701,0
26251,1
64924,1
92510,1
16279,1
106546,0
86651,1
87383,1
92500,1
93032,1
97677,0
10929,1
95723,0
65614,1
107490,0
58863,1
6660,1
54275,1
94061,0
99918,0
70425,1
113725,0
50886,1
66386,1
66241,1
40178,1
7630,1
68861,1
51959,1
45891,1
80639,1
51355,1
77987,1
68566,1
70387,1
7258,1
9180,1
69182,1
61114,1
35774,1
88058,1
18466,1
108677,0
64302,1
28190,1
111474,0
59772,1
77402,1
30711,1
49603,1
24762,1
15415,1
27042,1
17977,1
17186,1
8162,1
114054,0
32955,1
80386,1
48774,1
8997,1
74178,1
92725,1
70041,1
47708,1
12539,1
86983,1
80183,0
57147,1
111887,0
55337,1
61753,1
34768,1
34725,1
105611,0
9531,1
81065,1
36190,1
57519,1
69569,1
66127,1
52581,1
114010,0
63045,1
20100,1
9222,1
83177,1
11971,1
102916,0
7396,1
59813,1
53310,1
5453,1
47738,1
58095,1
60701,1
20669,1
15314,1
27757,1
12600,1
75847,1
114802,0
43378,1
84617,1
107605,0
112465,0
45552,1
43029,1
37365,1
15180,1
95234,0
66308,1
64435,1
29326,1
13249,1
76118,1
42759,1
47052,1
95878,0
80599,1
37178,1
27118,1
84952,1
65189,1
74190,1
85694,1
2274,1
67295,1
36808,1
72849,1
1879,1
14277,1
73621,1
92862,1
72949,1
10298,1
63388,1
71829,1
63127,1
52577,1
107411,0
98166,0
68016,1
11507,1
51169,1
58465,1
43515,1
84950,1
49061,1
99340,0
97214,0
85980,1
37699,1
99515,0
87444,1
90299,1
6644,1
35711,1
37636,1
26642,1
9830,1
14220,1
109852,0
68715,1
19845,1
73862,1
88219,1
86192,1
104159,0
18574,1
18715,1
66549,1
91420,0
940,1
20595,1
82879,1
254,1
68305,1
107625,0
94603,0
15095,1
114825,0
17274,1
60790,1
64035,1
108130,0
96979,0
82692,1
23160,1
82546,1
99838,0
78161,1
38469,1
88555,1
70276,1
92752,1
25312,1
57158,1
98769,0
31290,1
44152,1
109217,0
80377,1
78247,1
975,1
28449,1
115136,0
59392,1
101022,0
30704,1
78860,1
79956,1
15040,1
56714,1
92075,1
57103,1
56592,1
85971,1
7686,1
82959,1
10949,1
97107,0
3720,1
17925,1
92153,1
5460,1
107531,0
53327,1
31763,1
49313,1
92337,1
39782,1
82604,1
23809,1
112637,0
21308,1
1259,1
70034,1
60170,1
64069,1
6612,1
1989,1
99347,0
23118,1
62092,1
51555,1
56923,1
60625,1
88929,1
7893,1
60257,1
32261,1
42672,1
5545,0
24886,1
99996,0
38107,1
8514,1
28388,1
10935,1
97442,0
36891,1
106867,0
17826,1
38949,1
16362,1
90023,1
35160,1
505,1
43550,1
81793,1
79669,1
18063,1
58882,1
61774,1
101734,0
20737,1
52654,1
38517,1
47953,1
88106,1
53945,1
51541,1
40347,1
107036,0
64754,1
37172,1
30115,1
97744,0
98150,0
25607,1
3778,1
106701,0
94174,0
72109,1
63898,1
94168,0
8222,1
256,1
65718,1
51231,1
25629,1
112845,0
72915,1
34700,1
8827,1
81554,1
35074,1
21656,1
30201,1
7988,1
105990,0
50539,1
54940,1
79077,1
1157,1
94378,0
106326,0
42203,1
68636,1
33509,1
37831,1
17350,1
36463,1
78045,1
27437,1
19185,1
40259,1
80395,1
55125,1
75599,1
69642,1
62515,1
22187,1
56604,1
114625,0
82931,1
73499,1
62493,1
50980,1
98791,0
392,1
7086,1
97272,0
73566,1
23517,1
101091,0
63259,1
104188,0
62750,1
56082,1
69784,1
90635,1
87693,1
15837,1
84209,1
65346,1
80059,1
60995,1
53419,1
46429,1
85511,1
30745,1
93104,1
87603,1
82202,1
84741,1
85372,1
79383,1
44205,1
98266,0
26515,1
18072,1
7183,1
25215,1
22868,1
46683,1
33118,1
98933,0
56021,1
6339,1
21572,1
1765,1
58302,1
78943,1
33084,1
45430,1
98228,0
11539,0
63035,1
87284,1
9495,1
60177,1
82897,1
49940,1
112943,0
20687,1
74552,1
43600,1
57382,1
110468,0
49138,1
27367,1
76696,1
61187,1
8899,1
47797,1
61140,1
80094,1
71618,1
107320,0
13993,1
73370,1
67508,1
296,1
93975,0
2103,1
104225,0
280,1
70945,1
24794,1
40413,1
11350,1
107231,0
93373,1
91216,1
37340,1
100782,0
26598,1
101746,0
86270,1
21440,1
36971,1
40313,1
19831,1
71845,1
41911,1
40982,1
382,1
89541,1
73217,1
101062,0
41867,1
3956,1
37998,1
5764,1
39492,1
2580,1
4813,1
63208,1
58323,1
21947,1
81316,1
37025,0
12053,1
105085,0
17241,1
102342,0
48596,1
108414,0
269,1
83438,1
62325,1
39308,1
65549,1
92785,1
7662,1
51147,1
18592,1
109339,0
51969,1
36125,1
81182,1
24217,1
49851,1
8195,1
75295,1
42407,1
6170,1
91440,1
98822,0
39454,1
114843,0
13018,1
109470,0
102546,0
5014,1
3738,1
8754,1
60285,1
68486,1
203,1
43288,1
7350,1
86639,1
55180,1
6954,1
53655,1
36815,1
109192,0
76527,1
7726,1
4687,1
74923,1
50414,1
70184,1
11094,1
77261,1
77267,1
112440,0
28420,1
22511,1
101615,0
52848,1
5488,1
3702,1
63458,1
71466,1
2775,1
7314,1
18792,1
115208,0
97950,0
114178,0
14340,1
76790,1
9656,1
85482,1
96732,0
68628,1
87572,1
75934,1
97126,0
80105,1
105261,0
14554,1
72071,1
82925,1
101673,0
40568,1
2988,1
69920,1
2977,1
53548,1
70839,1
109857,0
61137,1
30273,1
100121,0
11683,1
5420,1
99792,0
74466,1
92117,1
66035,1
62029,1
72103,1
113255,0
88481,1
56936,1
59021,1
59013,1
43573,1
5702,1
71473,1
42406,1
101232,0
17890,1
12172,1
21668,1
46517,1
34051,1
50397,1
30197,1
19537,1
16770,1
16523,1
19590,1
105616,0
93588,0
11408,1
89879,1
32116,1
108028,0
50062,1
75059,1
85481,1
59912,1
56857,1
37973,1
100202,0
85849,1
58208,1
22832,1
56092,1
82451,1
108319,0
68797,1
94071,0
106729,0
50905,1
22087,1
102993,0
35438,1
114095,0
48690,1
72825,1
2191,1
11235,1
73042,1
75881,1
76029,1
57749,1
96525,0
15574,1
83588,1
59100,1
11123,1
7851,1
71589,1
5823,1
83898,1
63985,0
63794,1
34607,1
104890,0
2959,1
112561,0
29109,1
42164,1
34556,1
68981,1
74234,1
54098,1
65052,1
46691,1
57989,1
6747,1
17092,1
73828,1
30854,1
107017,0
24299,1
89665,1
46894,1
51315,1
43445,1
16110,1
13738,1
86930,1
86280,1
37872,1
29910,1
82066,1
48002,1
61473,1
96202,0
53493,1
113547,0
57285,1
105637,0
1699,1
53920,1
101255,0
47017,1
97066,0
55636,1
7288,1
47602,1
112137,0
97920,0
61379,1
90061,1
74543,1
4736,1
58947,1
44702,1
57114,1
92334,1
21210,1
115215,0
94681,0
16807,1
49915,1
62931,1
114413,0
108876,0
48871,1
60357,1
15648,1
34010,1
6265,1
96458,0
55875,1
80578,1
51915,1
104409,0
13855,1
55068,1
49324,1
5183,1
23702,1
74302,1
62034,1
71928,1
106988,0
65711,1
69125,1
82226,1
88052,1
91418,1
110163,0
79891,1
62273,1
10192,1
56464,1
66670,1
36885,1
140,1
87165,1
10994,1
79928,1
1135,1
94030,0
48934,1
56400,1
1104,1
1498,1
14738,1
43281,1
42062,1
31338,1
81539,1
89780,0
6821,1
67977,1
37930,1
41306,1
66625,1
35937,1
65719,1
14484,1
66218,1
48805,1
5831,1
7250,1
98518,0
68933,1
103630,0
319,1
33365,1
85560,1
31856,1
1882,1
96636,0
24212,1
18803,1
14931,1
30265,1
78919,1
28290,1
17666,1
56339,1
94230,0
44554,1
75679,1
54701,1
23457,1
66668,1
115202,0
54298,1
102214,0
17887,1
30444,0
28523,1
64506,1
23921,1
3876,1
79723,1
46239,1
96207,0
13077,1
76084,1
58394,1
73989,1
65677,1
16671,1
24070,1
13902,1
54712,1
11166,1
48454,1
21605,1
106721,0
38144,1
48521,1
4836,1
104091,0
39005,1
93045,1
28667,1
106857,0
41726,1
9502,1
28242,1
449,1
111754,0
29033,1
44612,1
13561,1
27742,1
86616,1
17896,1
29250,1
113142,0
61928,1
35984,1
57222,1
90053,1
67862,1
100375,0
94936,0
59415,1
4141,1
8455,1
18452,1
41094,1
20171,1
41186,1
103922,0
70633,1
110119,0
95651,0
96651,0
114126,0
60234,1
81810,1
50577,1
2687,1
40354,1
3213,1
44256,1
63532,1
8133,1
50047,1
83667,1
40670,1
3895,1
108614,0
46934,1
100013,0
65368,1
92597,1
97000,0
71227,1
61528,1
79327,0
18038,1
70542,1
56086,1
103010,0
41231,1
111746,0
27785,1
80917,1
102582,0
70541,1
32912,1
72080,1
74963,1
39674,1
115624,0
8582,1
112370,0
63015,1
65893,1
107379,0
40139,1
93639,0
57126,1
80809,1
14403,1
73571,1
94831,0
96631,0
35829,1
55143,1
42669,1
107483,0
109049,0
114833,0
76856,1
30467,1
83830,1
87406,1
56259,0
16473,1
15828,1
42064,1
84947,1
101316,0
107322,0
93255,1
85498,1
77755,1
45323,1
43757,1
103671,0
41471,1
21456,1
42366,1
56264,1
51025,1
91734,1
82775,1
96454,0
81107,0
87743,1
102552,0
62340,1
109005,0
95589,0
108143,0
57060,1
99591,0
15742,1
22115,1
78885,1
98947,0
5608,1
32270,1
49295,1
109465,0
72729,0
39332,1
57026,1
16,1
92507,1
112359,0
37868,1
39113,1
33793,1
100145,0
61268,1
13464,1
114030,0
91642,1
61128,1
96221,0
89416,1
82158,1
78100,1
114050,0
10052,1
98398,0
63051,1
48516,1
85359,1
81711,1
98373,0
1018,1
37261,1
22024,1
19346,1
50508,1
60015,1
108340,0
57906,1
111063,0
111497,0
98110,0
70743,1
89273,1
1268,1
10502,1
34689,1
83245,1
58013,1
73993,1
44763,1
20882,1
4783,1
81006,1
49889,1
55308,1
86013,1
100817,0
45699,1
19954,1
101506,0
60786,1
104101,0
29496,1
70636,1
105979,0
72292,1
60153,1
31234,1
60992,1
115036,0
75110,1
103424,0
32299,1
2021,0
88920,1
111782,0
115601,0
30022,1
106298,0
13604,1
57324,1
37180,1
107828,0
48229,1
80881,1
52986,1
60323,1
80587,1
47501,1
20864,1
46902,1
99343,0
4264,1
7120,1
91713,1
101820,0
14568,1
46063,1
115018,0
59839,1
42365,1
91890,1
101664,0
90273,1
104670,0
23877,1
92782,1
73692,1
98352,0
37016,1
6717,1
68231,1
42424,1
63251,1
16368,1
60827,1
28952,1
23637,1
46451,1
83222,1
73424,1
7109,1
100508,0
45395,1
112871,0
73733,1
10631,1
79458,1
64438,1
64585,1
56359,1
83036,1
73776,1
109274,0
34855,1
70981,1
110394,0
90742,1
101970,0
92335,1
19851,1
97537,0
108425,0
36087,1
56711,1
32482,1
113371,0
1697,1
90951,1
114479,0
31958,1
80745,1
19603,1
66356,1
44579,1
12884,1
5325,1
47202,1
80314,1
4084,1
108795,0
60696,1
96828,0
111864,0
65084,1
87856,1
78220,1
40122,1
47810,1
60867,1
115077,0
18092,1
4718,1
107593,0
104585,0
58028,1
79889,1
14427,1
109199,0
60041,1
1851,1
26242,1
45230,1
93049,1
27128,1
16887,1
74167,1
331,1
104784,0
93292,1
77694,1
15389,1
62161,1
79527,1
17975,1
111149,0
95823,0
66450,1
98910,0
24158,1
101327,0
43932,1
92479,1
74971,1
109977,0
33331,1
71903,1
47242,1
108015,0
102719,0
19313,1
95918,0
84232,1
59090,1
46141,1
67827,1
17369,1
20080,1
105848,0
8447,1
72598,1
35023,1
53188,1
110121,0
36407,1
60237,1
28155,1
46190,1
9591,1
20714,1
68505,1
69476,1
26487,1
1174,1
50389,1
74651,1
58600,1
73508,1
69275,1
71471,1
56479,1
24130,1
15299,1
1279,1
92520,1
61759,1
86560,1
7711,1
74166,1
39127,1
82103,1
49233,1
42602,1
57644,1
58255,1
12251,1
20988,1
37451,1
25125,1
84807,1
60643,1
52018,1
110597,0
53458,1
43884,1
61784,1
80490,1
39865,1
92140,1
83028,1
85775,1
100105,0
85110,1
98031,0
25626,1
103141,0
37627,1
110841,0
81659,1
23495,1
58760,1
22495,1
25183,1
54340,1
77964,1
31505,1
10603,1
14369,1
88672,1
90558,1
77870,1
63318,1
113698,0
47966,1
111125,0
68916,1
19818,1
90921,1
28063,1
75467,1
23805,1
89835,1
62886,1
15160,1
36506,1
51472,1
113634,0
9182,1
78829,1
8977,1
10632,1
108921,0
41080,1
52749,1
104035,0
24419,1
35753,1
103686,0
26602,1
80957,1
28152,1
10662,1
68292,1
109224,0
22008,1
107057,0
107777,0
77465,1
110460,0
2747,1
34132,1
13205,1
13981,1
70236,1
112699,0
40114,1
59965,1
20487,1
76245,1
82827,1
63003,1
12159,1
35456,1
73921,1
8570,1
8492,1
35179,1
19964,1
96266,0
37498,1
94750,0
101336,0
71257,1
64031,1
52992,1
2686,1
52032,1
112239,0
10883,1
10859,1
91203,1
95880,0
107995,0
109417,0
56830,1
58157,1
50265,1
84853,1
24198,1
2107,1
29782,1
88679,1
36289,1
38582,1
111838,0
51401,1
57001,1
105161,0
36481,1
15237,1
24848,1
16865,1
110658,0
3020,1
68815,1
59453,1
53858,1
45317,1
107414,0
65224,1
82817,1
101992,0
9633,1
55656,1
51746,1
61329,1
44194,1
59947,1
46093,1
44044,1
69373,1
21951,1
1276,1
104833,0
113318,0
78692,1
62264,1
89326,1
74336,1
15219,1
1270,1
105088,0
38836,1
6725,1
87194,1
90046,1
23631,1
46392,1
54289,1
20024,1
75832,1
14545,1
78864,1
67804,1
114849,0
112078,0
47331,1
76963,1
407,1
39513,1
98824,0
18911,1
19354,1
24401,1
49976,1
29468,1
20297,1
1416,1
30297,1
14639,1
743,1
113104,0
42767,1
69511,1
75931,1
110551,0
28943,1
14038,1
112754,0
111658,0
88557,1
73631,1
55573,1
51257,1
24306,1
38711,1
10485,1
51234,1
82077,1
96357,0
91676,1
56602,1
102402,0
91267,1
19166,1
82877,1
27389,1
75968,1
54710,1
85446,1
31114,1
93864,0
55681,1
111519,0
81933,1
6943,1
47942,1
40249,1
76997,1
37452,1
8230,1
46798,1
81621,1
31318,1
113926,0
10523,1
97486,0
52736,1
10671,1
106435,0
49825,1
68028,1
8005,1
113505,0
81112,1
84295,1
9402,1
48425,1
46132,1
108880,0
88181,1
112544,0
69797,1
8096,1
65045,1
4501,1
97739,0
101618,0
13251,1
14623,1
72947,1
105432,0
44382,1
90358,1
16700,1
110259,0
90430,1
88637,1
66838,1
42420,1
10235,1
58591,1
98832,0
6985,1
57282,1
91543,1
96064,0
9924,1
57489,1
52533,1
45858,1
74902,1
12011,1
47042,1
1365,1
4018,1
69163,1
17528,1
83811,1
75022,1
95938,0
80879,1
67698,1
81858,1
23621,1
67020,1
92694,1
63961,1
24473,1
55344,1
4972,1
2991,1
102973,0
80402,1
105806,0
32738,1
105938,0
79016,1
73850,1
21483,1
108201,0
100836,0
10355,1
76463,1
90318,1
59768,0
4327,1
28712,1
67450,1
3994,1
328,1
14848,1
113920,0
88206,1
112074,0
42719,1
3295,1
95114,0
95411,0
87875,1
89949,1
109026,0
110981,0
2726,1
93765,0
36028,1
16562,1
33740,1
10213,1
3859,1
81734,1
20626,1
71925,1
31640,1
57765,1
74429,1
102725,0
12218,1
34887,1
90132,1
112462,0
115611,0
98211,0
64698,1
27387,1
78297,1
23506,1
803,1
96601,0
64423,1
59815,1
99260,0
50482,1
44497,1
13235,1
35819,1
30490,1
38997,1
98936,0
68471,1
104392,0
63507,1
20280,1
28425,1
4344,1
72287,1
8912,1
29941,1
57099,1
761,1
24605,1
115447,0
20824,1
59706,1
19258,1
29341,1
65645,1
59572,1
40516,1
110331,0
88786,1
104086,0
111419,0
87217,1
107352,0
104919,0
49686,1
1544,1
79128,1
24950,1
54501,1
85829,1
6197,1
8302,1
103049,0
50930,1
60624,1
57432,1
75132,1
62715,1
46807,1
51429,1
4598,1
95542,0
110078,0
61621,1
96563,0
46279,1
114279,0
72223,1
35608,1
27744,1
14497,1
84813,1
109826,0
32702,1
25871,1
30633,1
84021,1
29918,1
30280,1
69190,1
68214,1
66139,1
70015,1
72922,1
114060,0
104560,0
28475,1
38026,1
109907,0
13137,1
18939,1
104555,0
99190,0
15357,1
72318,1
100208,0
57608,1
20512,1
61748,1
58419,1
41834,1
104238,0
101744,0
64504,1
9594,1
111181,0
78975,1
52746,1
20789,1
55293,1
85601,1
93235,1
52401,1
52132,1
64796,1
30477,1
67233,1
9726,1
99778,0
12629,1
81938,1
361,1
101357,0
9545,1
68319,1
30584,1
82608,1
69853,1
9634,1
42673,1
70057,1
29980,1
99810,0
73199,1
74706,1
42678,1
37822,1
105500,0
74618,1
62851,1
7295,1
82255,1
14569,1
31704,1
64349,1
87737,1
12100,1
13954,1
68271,1
71117,1
72358,1
80783,1
83717,1
20340,1
47304,1
92723,1
53892,1
48794,1
56473,1
72507,1
70658,1
16015,1
88715,1
42557,1
79656,1
86394,1
106970,0
97407,0
97976,0
2392,1
87613,1
79996,1
12102,1
78091,1
57750,1
49449,1
56227,1
75794,1
39586,1
91985,1
100362,0
111335,0
15704,1
42735,1
9322,1
96059,0
21365,1
8720,1
92271,1
101780,0
54396,1
3320,1
14888,1
99649,0
108092,0
71468,1
63246,0
92296,1
79073,1
100359,0
62476,1
46402,1
47673,1
14817,1
113625,0
97890,0
92409,1
69697,1
17994,1
110164,0
74253,1
88836,1
44145,1
114333,0
44847,1
10956,1
112525,0
67338,1
93931,0
104313,0
89801,1
31557,1
96617,0
106075,0
65675,1
60143,1
10731,1
68545,1
20051,1
17370,1
109568,0
26711,1
106409,0
4167,1
30856,1
88484,1
99114,0
36127,1
53308,1
33871,1
79498,1
56907,1
43727,1
49156,1
19666,1
89838,1
58494,1
67502,1
100184,0
79878,1
90551,1
39789,1
69884,1
9715,1
62374,1
115279,0
99717,0
112995,0
96263,0
23906,1
16802,1
68394,1
35103,1
53357,1
85660,1
85054,1
57511,1
8015,1
25413,1
37134,1
75195,1
48030,1
62543,1
95757,0
76125,1
50391,1
55030,1
108017,0
72452,1
63426,1
50883,1
94931,0
30229,1
60325,1
36199,1
48760,1
6597,1
103309,0
30826,1
2405,1
97979,0
87944,1
35602,1
39100,1
46554,1
80496,1
10896,1
8099,1
13189,1
52502,1
56096,1
64958,1
92984,1
42223,1
68354,1
21257,1
68003,1
83591,1
100675,0
53337,1
77725,1
54733,1
70037,1
42823,1
87229,1
114515,0
18413,1
13244,1
82478,1
27149,1
93649,0
63485,1
71083,1
63745,1
87844,1
49932,1
29738,1
23237,1
75996,1
10703,1
84276,1
103539,0
34571,1
80874,1
90115,1
43918,1
41529,1
65212,1
5729,1
67075,1
14525,1
36536,1
36553,1
111081,0
17915,1
21932,1
27728,1
107149,0
5770,1
50147,1
77184,1
76806,1
62614,1
36362,0
12836,1
9384,1
70856,1
113207,0
59155,1
77314,1
45588,1
101716,0
53061,1
57928,1
49093,1
25304,1
65558,1
85983,1
48661,1
91008,1
48969,1
39165,1
81714,1
55318,1
31402,1
68544,1
92974,1
74355,1
73816,1
60207,1
58217,1
69459,1
15862,1
15595,1
23339,1
63265,1
51512,1
80525,1
76258,1
99831,0
90755,1
19700,1
15333,1
60607,1
17421,1
11571,1
2260,1
64027,1
68572,1
35100,1
22626,1
72560,1
5777,1
44668,1
77242,1
41786,1
69438,1
111305,0
9662,1
79806,1
70494,1
50927,1
33276,1
107857,0
39056,1
45838,1
32483,1
87775,1
16537,1
34496,1
114106,0
75179,1
105667,0
58745,1
45910,1
102201,0
39488,1
21665,1
45306,1
78088,1
70923,1
109664,0
95824,0
102574,0
62421,1
51582,1
65657,1
98923,0
1732,1
106474,0
68864,1
9151,1
65485,1
5516,1
89239,1
48557,1
58101,1
10178,1
90883,1
85959,1
86614,1
9918,1
111645,0
79382,1
76136,1
83328,1
52044,1
61547,1
16403,1
25374,1
8342,1
46835,1
25954,1
29262,1
109221,0
28381,1
109998,0
94045,0
9646,1
98510,0
32144,1
53701,1
81335,1
35524,1
63308,1
100389,0
88547,1
48732,1
90403,1
78595,1
84095,1
7436,1
40203,1
43778,1
99490,0
19669,1
61700,1
81934,1
23940,1
1022,1
23148,1
32301,1
21163,1
106783,0
72308,1
81029,1
114464,0
109528,0
52453,1
62821,1
23390,1
38463,1
16868,1
1799,1
78479,1
20660,1
22996,1
30886,1
111061,0
26986,1
110160,0
87059,1
14587,1
8784,1
11868,1
101968,0
17354,1
99221,0
103282,0
11880,1
2645,1
16311,1
98278,0
104726,0
42458,1
105311,0
74159,1
33954,1
99952,0
43523,1
18581,1
43083,1
57297,1
109596,0
822,1
70045,1
21984,1
20032,1
14097,1
84523,1
63515,1
2537,1
4310,1
68086,1
10344,1
54491,1
45410,1
38668,1
114633,0
22851,1
30250,1
61717,1
96652,0
76558,1
64262,1
103409,0
10324,1
31174,1
56348,1
53373,1
24038,1
49776,1
45694,1
7565,1
50834,1
25685,1
90698,1
28401,1
60850,1
71057,0
14450,1
38202,1
84405,0
69744,1
94700,0
93199,1
2742,1
110716,0
67685,1
62019,1
56689,1
52712,1
51716,1
31404,1
74640,1
94962,0
10030,1
3655,1
112278,0
39869,1
93096,1
34944,1
37882,1
93521,1
86762,1
62489,1
90779,1
113876,0
12925,1
79714,1
97856,0
113915,0
49452,1
46605,1
27436,1
21702,1
33789,1
95729,0
867,1
862,1
4311,1
31485,1
12757,1
67840,1
42085,1
10362,1
26619,1
65571,1
114772,0
108060,0
105281,0
32964,1
18134,1
29637,1
111959,0
95200,0
17982,1
91967,1
13304,1
10401,1
102382,0
15134,1
93089,1
23697,1
61149,1
76242,1
87273,1
39664,1
44130,1
35169,1
60956,1
25343,1
45025,1
109461,0
86883,1
102009,0
31393,1
88680,1
109353,0
1278,1
69865,1
29962,1
72256,1
114343,0
11906,1
102041,0
95382,0
47894,1
26298,1
65760,1
27932,1
100165,0
89783,1
40426,1
114103,0
79490,1
48864,1
43895,1
48953,1
68923,1
15662,1
84333,1
